"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000102,13.0,percent,12.1,14.1,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000102,12.9,percent,11.9,14.0,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000201,19.7,percent,18.2,21.1,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000201,19.0,percent,17.6,20.7,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000201,18.0,percent,16.6,19.4,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000201,17.2,percent,15.6,18.7,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000201,15.6,percent,14.1,17.0,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000201,15.8,percent,14.4,17.2,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000202,14.7,percent,13.5,15.9,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000202,14.3,percent,12.7,16.4,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000202,13.5,percent,12.3,14.7,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000202,12.7,percent,11.4,13.9,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000202,11.7,percent,10.6,12.7,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000202,11.9,percent,10.8,13.1,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000301,11.8,percent,10.9,12.7,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000301,11.3,percent,10.0,12.6,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000301,11.3,percent,10.4,12.3,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000301,10.9,percent,10.1,11.9,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000301,9.9,percent,9.0,10.8,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000301,9.5,percent,8.6,10.4,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000302,17.9,percent,16.2,19.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000302,16.8,percent,15.3,19.2,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000302,15.7,percent,13.9,17.5,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000302,15.5,percent,13.8,17.3,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000302,15.1,percent,13.4,16.9,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000302,14.4,percent,12.8,16.2,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000303,16.4,percent,15.3,17.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000303,14.8,percent,13.6,16.0,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000303,14.7,percent,13.6,15.7,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000303,13.3,percent,12.3,14.4,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000303,11.8,percent,10.8,12.9,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000303,11.2,percent,10.3,12.2,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000304,13.2,percent,12.4,14.0,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000304,12.9,percent,12.2,13.9,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000304,11.9,percent,11.1,12.7,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000304,11.5,percent,10.6,12.4,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000304,10.5,percent,9.7,11.4,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000304,10.4,percent,9.6,11.2,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000400,19.8,percent,18.4,21.2,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000400,18.7,percent,17.7,19.8,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000400,16.5,percent,15.2,17.8,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000400,15.5,percent,14.4,16.6,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000400,13.2,percent,12.1,14.3,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000400,13.6,percent,12.5,14.7,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000501,15.4,percent,14.4,16.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000501,14.5,percent,13.5,15.6,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000501,13.8,percent,12.8,14.8,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000501,13.2,percent,12.2,14.1,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000501,12.8,percent,11.8,13.8,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000501,12.9,percent,11.9,14.0,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000502,18.9,percent,17.2,20.5,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000502,19.5,percent,17.4,21.7,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000502,17.9,percent,16.1,19.8,,,,,No,2017,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000502,17.1,percent,15.4,18.9,,,,,No,2016,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000502,16.2,percent,14.5,17.8,,,,,No,2015,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000502,16.3,percent,14.7,18.1,,,,,No,2014,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000600,16.4,percent,15.7,17.1,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Poor Mental Health: 14+ Days","This indicator shows the percentage of adults who stated that their mental health was not good 14 or more days in the past month.","Census Tract",55079000600,16.1,percent,15.1,16.7,,,,,No,2018,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
