"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53129,7.2,"ER visits/ 10,000 population 18+ years",4.6,9.8,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53129,9.5,"ER visits/ 10,000 population 18+ years",6.3,12.7,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53129,9.7,"ER visits/ 10,000 population 18+ years",6.4,13.0,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53129,9.0,"ER visits/ 10,000 population 18+ years",5.7,12.3,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53130,8.4,"ER visits/ 10,000 population 18+ years",4.1,12.7,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53130,7.8,"ER visits/ 10,000 population 18+ years",3.6,12.0,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53130,7.9,"ER visits/ 10,000 population 18+ years",3.5,12.3,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53130,7.6,"ER visits/ 10,000 population 18+ years",3.3,11.9,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,9.6,"ER visits/ 10,000 population 18+ years",7.7,11.5,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,6.9,"ER visits/ 10,000 population 18+ years",5.2,8.6,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,6.1,"ER visits/ 10,000 population 18+ years",4.5,7.7,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,5.8,"ER visits/ 10,000 population 18+ years",4.2,7.4,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,8.2,"ER visits/ 10,000 population 18+ years",6.3,10.1,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,8.7,"ER visits/ 10,000 population 18+ years",6.7,10.7,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53132,7.9,"ER visits/ 10,000 population 18+ years",6.0,9.8,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,18.7,"ER visits/ 10,000 population 18+ years",15.8,21.6,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,13.8,"ER visits/ 10,000 population 18+ years",11.3,16.3,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,11.6,"ER visits/ 10,000 population 18+ years",9.3,13.9,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,9.2,"ER visits/ 10,000 population 18+ years",7.2,11.2,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,11.9,"ER visits/ 10,000 population 18+ years",9.6,14.2,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,9.8,"ER visits/ 10,000 population 18+ years",7.7,11.9,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53154,11.8,"ER visits/ 10,000 population 18+ years",9.4,14.2,,,,,No,2012-2014,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53172,27.3,"ER visits/ 10,000 population 18+ years",22.8,31.8,,,,,No,2018-2020,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53172,20.0,"ER visits/ 10,000 population 18+ years",16.1,23.9,,,,,No,2017-2019,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53172,21.0,"ER visits/ 10,000 population 18+ years",17.1,24.9,,,,,No,2016-2018,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53172,13.8,"ER visits/ 10,000 population 18+ years",10.5,17.1,,,,,No,2015-2017,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53172,18.7,"ER visits/ 10,000 population 18+ years",14.8,22.6,,,,,No,2014-2016,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
"Age-Adjusted ER Rate due to Diabetes","This indicator shows the age-adjusted emergency room visit rate due to diabetes per 10,000 population aged 18 years and older. Cases include a primary diagnosis of Type 1 and Type 2 diabetes. Cases of gestational diabetes are excluded.","Zip Code",53172,15.7,"ER visits/ 10,000 population 18+ years",12.2,19.2,,,,,No,2013-2015,"WHA Information Center","Rates were calculated using Claritas population estimates. Rates based on fewer than 10 emergency room visits or a population of less than 300 are unstable and are not reported. In October 2015, health care facilities began using International Statistical Classification of Diseases and Related Health Problems, 10th Revision (ICD-10) for diagnosis and procedure coding of admissions and visits. Due to the increased specificity for diagnosis and procedure codes with ICD-10, please use caution when comparing prior time periods.",,,,,,,,,,,,,
